_id	Population_Rank	Region	RegionType	State	0	HouseCost-01	HouseCost-02	HouseCost-03	HouseCost-04	HouseCost-05	HouseCost-06	HouseCost-07	HouseCost-08	HouseCost-09	HouseCost-10	HouseCost-11	HouseCost-12	HouseCost-13	HouseCost-14	HouseCost-15	HouseCost-16	HouseCost-17	HouseCost-18	HouseCost-19	HouseCost-20	HouseCost-21	HouseCost-22
394624	687	Gainesville, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	109393	107365	105241	106263	110808	119816	128950	141176	153573	169458	184105	231483	275190	282099
395158	688	Tifton, GA	msa	GA	89137.07067969523	94242	97744	100977	105854	111155	115976	119996	119403	113182	105640	99777	97943	99454	101956	103190	106578	107563	113629	119714	139578	155466	161199
394397	689	Blytheville, AR	msa	AR	29474.35937138303	31185	32572	34078	35386	37409	39576	40441	42637	41153	40469	39944	41793	45807	44869	41968	46637	52923	67618	62225	105316	92932	90090
394845	690	McMinnville, TN	msa	TN	63798.31888936168	66059	67990	69218	69834	70958	73873	76879	77877	75504	73400	72064	72744	74283	76817	80339	87740	96746	105202	120488	158459	192049	196629
394341	691	Astoria, OR	msa	OR	0.0	0	0	189980	202145	237898	281292	302048	295596	269125	250019	235436	233356	236016	243671	253022	271683	290738	310516	327688	422151	499699	500210
394409	692	Bradford, PA	msa	PA	0.0	0	0	0	0	0	0	0	0	50296	49233	48281	49594	52337	53587	56053	57319	57189	58032	58262	69384	71584	73402
394574	693	Espa-¦ola, NM	msa	NM	0.0	0	0	0	0	0	0	0	0	0	0	0	135780	138831	143968	145440	152207	158932	165812	175845	230744	246500	252189
394844	694	McComb, MS	msa	MS	0.0	0	0	0	0	0	0	0	0	75891	74095	72122	71332	70334	68218	69819	69938	72904	76007	79952	87408	87971	84688
753866	695	Big Stone Gap, VA	msa	VA	0.0	0	0	0	0	0	0	0	0	86874	84914	84071	85450	82228	80174	76112	73385	75539	80036	77388	92780	104433	107338
394833	696	Marshalltown, IA	msa	IA	0.0	0	0	0	0	0	0	0	0	85250	84386	82892	82779	83614	82181	82442	85676	90171	99097	110311	130223	143180	144678
394384	697	Big Rapids, MI	msa	MI	0.0	0	0	0	0	0	0	86434	83433	77436	72921	71037	71633	77892	84128	87061	94278	101768	107052	113315	144130	162646	167246
394354	698	Austin, MN	msa	MN	68530.20306992695	74511	79892	84631	91208	96738	97882	96199	92629	87142	82938	79273	81784	88266	90020	91084	96758	102204	112155	121635	152408	172444	172957
395082	699	Selinsgrove, PA	msa	PA	0.0	0	0	0	0	0	0	0	0	0	136440	134429	137088	145381	163265	133721	130743	135900	136817	139921	167384	175425	181836
395219	700	West Plains, MO	msa	MO	0.0	0	0	0	0	0	0	0	0	70418	69544	68309	75650	78137	79444	83207	90493	93723	96410	102040	133823	162704	169232
394934	701	Okeechobee, FL	msa	FL	69732.83837804147	76101	82361	89516	98210	115405	135569	132357	112014	93985	84336	78883	77701	80575	86285	95436	107422	118510	134754	148545	188338	227012	231388
394690	702	Houghton, MI	msa	MI	55086.07373684043	59317	63801	64768	66096	69551	70231	69806	69641	66382	65031	63028	68685	70023	71277	73850	77234	78521	87863	94543	112611	124306	128387
394881	703	Moscow, ID	msa	ID	0.0	0	0	0	0	0	0	0	0	231653	215952	199814	206446	215678	218532	226074	232626	238417	254226	279338	360809	417355	415570
394476	704	Clewiston, FL	msa	FL	48537.03419155604	52977	58249	63705	73406	90632	106938	105137	89250	74883	67654	62202	61592	68924	76369	85278	98822	111555	125451	137753	176941	222974	232772
395026	705	Riverton, WY	msa	WY	0.0	0	0	0	0	0	0	0	0	196249	196714	194180	187788	193250	194289	202515	202724	195354	192277	200101	236162	281382	291666
394560	706	El Dorado, AR	msa	AR	0.0	0	0	55535	58169	61883	65019	66591	66692	62689	61297	59469	60585	63092	65896	68131	69716	72317	75171	78898	94489	96830	95932
395083	707	Selma, AL	msa	AL	30231.889651768568	31755	32730	33793	34805	36803	40119	44615	43140	44800	42964	39728	38420	41590	49807	51111	52981	50077	50557	49565	55354	56711	60838
394981	708	Pittsburg, KS	msa	KS	0.0	0	0	0	0	0	0	0	0	65724	64598	63750	64054	64856	67088	69591	70774	70453	69606	72772	92504	105258	111137
394663	709	Hannibal, MO	msa	MO	0.0	0	0	0	0	0	0	0	0	84225	83028	81855	83923	84570	87928	101339	105017	105169	106710	110471	134346	154006	159176
395203	710	Warren, PA	msa	PA	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103738	90087	89563	92709	117960	129974	128693
394315	711	Alexandria, MN	msa	MN	0.0	0	0	165703	172406	179834	182897	182538	176738	167337	159651	147937	150086	157180	164619	175865	188367	197144	205588	215908	256760	292128	295075
395178	712	Urbana, OH	msa	OH	96094.58624820072	101512	104916	108304	112206	116393	117383	116648	115183	111778	108644	105675	106814	112072	117090	119185	123143	126915	137251	146806	178512	199477	206525
394654	713	Greenwood, MS	msa	MS	0.0	0	0	0	0	0	0	0	0	0	0	0	47647	45364	46472	52719	56689	59287	59871	68070	86777	93174	93597
394434	714	Cambridge, OH	msa	OH	58828.22829714909	62137	64886	67312	70296	61650	59886	60222	60040	58935	57211	57168	60567	65572	68527	75390	79025	78229	77499	82973	105907	116938	120820
395227	715	Williston, ND	msa	ND	0.0	0	0	0	0	0	0	0	0	142054	149653	155866	180038	219029	239711	266256	244816	232234	220428	232627	261258	273074	278322
394526	716	Defiance, OH	msa	OH	90076.35044698752	94646	97442	99858	103257	106493	105701	103880	102074	98638	95527	94186	96005	102655	106570	107674	111816	113192	117595	123118	145338	157364	159488
395099	717	Sikeston, MO	msa	MO	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92881	99812	106968	108698	122026	128770	130376
395046	718	Safford, AZ	msa	AZ	88517.96001080477	93766	97687	101512	111632	138765	163006	161133	143817	121252	106177	96299	103434	123323	134609	141921	144944	149395	154288	169123	214194	237595	242020
394715	719	Jacksonville, IL	msa	IL	0.0	0	0	0	0	80362	83389	83921	81658	77657	74268	71945	72497	69077	74244	76227	81314	83121	83005	84937	93030	95271	96918
394300	720	Ada, OK	msa	OK	53589.89121369177	56014	57757	59592	61425	64328	67183	70564	75154	77944	82017	80559	78224	77382	79356	84096	86177	84669	91474	91738	131043	153986	162628
394422	721	Brownwood, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	96288	95056	93870	94183	93361	96798	100199	102383	102973	110572	117933	144510	163330	163563
394507	722	Crawfordsville, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	94787	92948	91713	91580	92249	95616	101396	106297	112489	119920	128743	162850	187530	190386
394801	723	Logansport, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	0	0	0	65865	66637	67661	69657	73670	77848	84244	91520	115899	129172	132359
395072	724	Scottsbluff, NE	msa	NE	0.0	0	0	0	0	0	0	0	0	104061	101236	99619	102103	103587	107000	111365	114751	116818	121362	126070	143526	158104	165690
394904	725	Natchitoches, LA	msa	LA	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	113029	115034	114108	113707	116481	121654	133488	139727	139228
394914	726	Newberry, SC	msa	SC	0.0	0	0	0	0	0	0	0	0	88658	86540	84505	84755	86897	91443	96916	102782	104148	107950	114598	154941	170320	175594
394799	727	Lock Haven, PA	msa	PA	0.0	0	0	0	0	0	0	0	0	115278	113017	105114	107034	108776	113028	117271	121045	125690	128212	131870	151612	167646	169364
394451	728	Centralia, IL	msa	IL	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59538	59144	59653	56115	72708	79828	81333
394554	729	Easton, MD	msa	MD	180328.03114264293	196020	213446	237072	283120	329562	377587	372580	354842	323330	303194	289876	265187	270051	278279	285531	292544	299913	309231	317572	382528	421621	423606
394948	730	Owatonna, MN	msa	MN	0.0	0	0	0	0	0	0	0	0	140435	133763	128414	129158	134997	142372	147480	154949	164884	174012	184184	226811	251081	251259
394888	731	Mount Vernon, IL	msa	IL	0.0	0	0	0	0	0	0	0	0	63485	62372	61513	64304	81462	100445	110216	94002	69594	65499	66428	74072	80943	87893
394771	733	Laramie, WY	msa	WY	0.0	0	0	0	0	0	0	0	0	201635	196115	193553	201221	208500	210133	219455	226479	233798	236782	249052	294303	328694	339839
394894	734	Murray, KY	msa	KY	26123.089404639763	27451	28297	29504	31286	33476	35266	37038	37990	38199	38564	39433	42176	43210	45228	43670	45156	54756	69801	56550	96958	122042	140381
394617	735	Fremont, NE	msa	NE	0.0	0	0	0	0	0	0	0	0	96873	96001	94691	96615	98046	104525	111033	117129	126091	141521	149545	177464	201087	206067
394382	736	Bennington, VT	msa	VT	100526.75546743954	108111	116474	126390	143433	163325	177490	182470	181081	177673	176108	174257	176642	185530	188004	192140	190148	197956	207994	213065	260053	301975	311945
395069	738	Sault Ste. Marie, MI	msa	MI	0.0	0	0	0	0	0	0	0	0	97507	94472	92401	94516	98246	101047	99267	95550	88125	92057	113853	131191	136243	142228
394436	739	Campbellsville, KY	msa	KY	0.0	0	0	0	0	0	0	0	0	74873	73679	71891	73085	75560	79936	82675	86896	93532	98518	99898	125771	149799	157561
394550	740	Dyersburg, TN	msa	TN	73515.07899852957	76239	77370	76923	72273	76216	82061	82643	81991	78920	75766	73383	73556	74614	77169	81053	86433	87739	93062	100720	115558	124287	126949
394573	742	Escanaba, MI	msa	MI	0.0	0	0	0	0	0	0	0	0	0	0	66627	70533	77288	77712	79541	83071	87562	93331	97377	116951	128332	131670
394840	743	Mayfield, KY	msa	KY	0.0	0	0	61405	61488	63595	65180	66529	67364	67812	67548	67097	67452	67275	68991	73662	76667	80063	86732	89909	113724	131928	142305
394745	744	Kill Devil Hills, NC	msa	NC	206853.2737641601	220476	235380	252715	275024	313945	343111	350841	333081	315421	292884	276147	276039	292316	297338	300459	309880	323620	336486	349835	436044	536941	554358
395137	745	Sulphur Springs, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108048	117018	129529	140226	183738	205466	210727
394702	746	Hutchinson, MN	msa	MN	0.0	0	0	0	137262	144432	148784	147248	140807	131614	123710	116800	117543	131576	141920	152903	163186	174030	179776	187954	226747	254659	256501
394506	747	Coshocton, OH	msa	OH	0.0	0	0	0	0	0	0	0	0	73072	71332	69463	70742	76410	78919	82772	87095	89097	91954	100235	123780	140008	143539
394696	748	Huntington, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	88286	86027	84192	84586	88310	91772	96062	101408	104667	111072	117545	143864	160920	165614
394522	749	DeRidder, LA	msa	LA	0.0	0	0	0	0	0	0	0	0	0	0	0	71786	78977	82317	92311	96533	107703	115002	126038	138831	131978	132588
395192	750	Vincennes, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	0	0	0	69873	72646	75188	78533	81258	82155	84920	92193	112425	124497	124523
394370	751	Bay City, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	109896	109069	107385	109447	112929	118376	124655	136468	142196	151514	151865	170617	186287	186201
394920	752	North Platte, NE	msa	NE	0.0	0	0	0	0	0	0	111627	113428	113292	110406	104801	107830	111605	114901	120149	127080	133231	137541	144299	157969	176162	182135
394973	753	Peru, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	62692	61071	59864	59872	59868	63017	67890	72612	74502	80463	89011	113058	124964	126551
394992	754	Pontiac, IL	msa	IL	70983.35201345828	74366	78406	82465	88496	95380	100063	100829	96927	92218	96363	94906	95662	93050	90748	88355	91777	91382	95126	100848	116030	127562	131316
394781	755	Lebanon, MO	msa	MO	0.0	0	0	0	0	0	0	0	0	97683	95399	92947	91699	91700	95550	104621	107169	112039	115592	124825	155092	180627	188152
394915	756	Newport, TN	msa	TN	43269.015681032	45559	46454	47918	50414	54090	59579	63282	64973	64563	62782	61464	64601	69597	71274	73793	80468	88810	93704	108547	136852	161180	166672
394525	757	Decatur, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	111770	109949	108120	107188	107050	110110	114613	119906	125609	134036	142974	167621	186644	191993
395191	758	Vidalia, GA	msa	GA	55541.264747712856	58542	59817	61815	66175	69953	73242	76310	76309	72623	66603	62462	61995	64197	66885	69211	72147	78884	86832	92386	112890	127635	129249
394413	759	Brenham, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	160721	158885	158052	159132	163211	170915	184422	199436	208322	217374	227488	275097	322743	326892
395187	760	Vernal, UT	msa	UT	0.0	0	0	0	0	0	0	0	0	164416	156058	150540	158558	180322	189905	200906	191656	166167	167868	190265	226746	266752	280664
394947	762	Ottumwa, IA	msa	IA	0.0	0	0	0	0	0	0	0	0	38466	38139	38540	39842	42506	44676	51292	58577	58446	74151	80615	93892	105472	107517
394430	764	Butte, MT	msa	MT	0.0	0	0	0	0	0	0	0	0	0	0	0	105986	109246	113044	116400	126577	135438	149056	159291	203153	246030	254150
394499	765	Corinth, MS	msa	MS	0.0	0	0	0	0	0	0	0	0	0	0	0	89847	83555	84914	87849	90694	94847	96581	99838	114400	126557	124748
394417	766	Brookhaven, MS	msa	MS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	79552	79037	87885	99632	105486	109657	115157	133514	144471	145138
394569	767	Emporia, KS	msa	KS	0.0	0	0	0	0	0	0	0	0	0	77296	74799	76431	76693	80659	84341	86522	90628	94973	102197	129490	143278	148742
394713	768	Jackson, WY	msa	WY	0.0	0	0	0	0	0	0	0	0	381156	345612	309374	319581	332210	364776	413370	462759	500692	543639	608340	870406	1105917	1132951
394385	770	Big Spring, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	0	0	0	66280	74333	87118	100196	99301	90785	97659	106727	115744	113350	111488
394557	771	Effingham, IL	msa	IL	0.0	0	0	0	0	0	0	0	0	112396	107196	105112	106678	110247	113070	117085	121576	127792	132113	137912	156835	180285	184922
394536	772	Dodge City, KS	msa	KS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103328	108874	114803	119626	141613	156200	165605
395211	773	Watertown, SD	msa	SD	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170122	177014	184366	187731	193622	229305	268341	275161
394331	774	Angola, IN	msa	IN	0.0	0	0	0	0	0	0	0	127300	124886	121768	119439	121488	126812	132232	138100	145591	159859	170510	179085	229857	261508	261220
394535	775	Dixon, IL	msa	IL	0.0	0	0	0	0	0	109177	111099	108030	100638	96668	93472	88310	80548	60392	56843	68394	86695	100317	102222	120273	129194	131145
394777	776	Laurinburg, NC	msa	NC	51232.89747349852	54031	55359	56811	58297	61542	65865	69145	70127	68429	65652	63836	64369	64050	64052	63544	67143	68239	69592	71050	91225	112183	123241
395149	777	Taos, NM	msa	NM	0.0	0	0	0	0	0	0	0	0	0	0	0	187000	199963	208545	217726	234660	243568	256044	266347	337435	380577	383224
394419	778	Brookings, SD	msa	SD	0.0	0	0	0	0	0	0	0	0	0	0	0	149157	152316	156456	163312	172543	180140	186774	193908	231673	257754	264672
394324	779	Americus, GA	msa	GA	73698.52147909188	77412	81021	83857	87350	81119	83862	86414	85415	81362	73996	68519	67247	68428	66101	68643	70131	67117	71172	75058	94717	111903	114777
394491	780	Columbus, NE	msa	NE	78161.29805692837	81460	84051	86257	90081	93641	95098	96249	99062	102944	113094	118898	124623	130649	138512	144200	150478	162604	173781	183706	220104	241811	244612
395150	781	Taylorville, IL	msa	IL	0.0	0	0	0	0	0	0	0	0	68029	66409	66403	66297	67561	69145	69867	73422	72445	75547	78579	85454	90658	94162
394335	782	Arcadia, FL	msa	FL	61985.67672640234	67234	73542	80704	93613	116743	138887	136872	115717	96371	86834	80242	78008	81419	87354	97012	112006	127752	139760	151699	190291	247131	252973
394786	783	Lewisburg, TN	msa	TN	74114.77207465515	76904	79065	81325	84336	86321	87620	92929	94422	91867	88994	86769	86935	89792	96221	107609	121026	138029	161103	178620	233136	279701	281499
395084	784	Seneca Falls, NY	msa	NY	68576.0055118531	73523	79067	85271	94934	105616	110005	109110	105053	98259	95318	93342	92758	96739	99671	101770	105375	112463	118157	122250	153684	173959	177105
394533	785	Dickinson, ND	msa	ND	0.0	0	0	0	0	0	0	0	0	138338	142951	152064	168685	201381	220131	243789	246707	240548	231469	232090	248305	259142	265573
395207	787	Washington, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	0	0	0	89768	93666	95356	97808	103075	111220	119760	126148	161697	181540	187210
395165	788	Troy, AL	msa	AL	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113475	112354	112626	117669	131137	144581	146502
753902	789	Malvern, AR	msa	AR	43237.460649944194	45836	47302	50041	54361	60342	65445	68000	67046	65693	65880	66257	67332	67602	67493	72260	78618	82913	84444	86393	104983	115131	121961
394613	790	Frankfort, IN	msa	IN	79611.67720684301	83122	85416	87197	89367	92468	93951	95341	95519	93590	91014	89541	88958	88618	90632	96574	99903	102417	109212	120426	149085	169493	173781
394815	791	Madison, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	0	0	0	80499	87529	93160	102279	105866	118002	126247	129891	161377	185148	189722
394414	792	Brevard, NC	msa	NC	0.0	0	0	0	0	0	0	0	0	189517	181732	171046	167788	170853	176133	183022	194743	211861	232146	241573	326137	390897	406356
395141	793	Susanville, CA	msa	CA	0.0	0	0	0	0	0	0	175852	145196	123327	118360	114759	118447	122340	124541	128854	144542	158471	173447	182045	224934	235655	230198
394835	794	Martin, TN	msa	TN	61707.63137201138	64289	65304	66923	67698	68913	71364	72738	73670	71707	69587	68113	68792	70324	73737	74947	78084	81314	84160	92110	111984	130962	137376
394984	795	Plainview, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	67266	66046	64913	65476	65237	66888	66589	68933	70208	73152	77311	89537	97832	99058
753878	797	Dayton, TN	msa	TN	59344.9389245931	62220	64109	66804	70070	75274	81764	86328	87841	87085	86400	85305	86433	83165	84697	95664	103441	110782	118044	132143	168347	197869	201386
753892	798	Jackson, OH	msa	OH	57728.000541081135	60544	62928	64928	66956	69261	69735	69647	68583	66375	64604	63155	63930	66493	71436	72046	77243	80391	85095	88601	111784	115930	117590
394433	799	Cambridge, MD	msa	MD	66245.95897843696	71183	78168	86397	102174	121798	144372	153676	140677	127118	120398	116088	116135	117638	125394	130142	134464	138502	149764	158213	197810	220562	225241
394962	800	Paris, TN	msa	TN	66587.56622800749	69541	70977	71933	73047	74747	77916	80968	83484	81159	78605	76673	77692	79426	83365	85403	91510	96941	100281	109274	133105	158771	163651
394730	802	Juneau, AK	msa	AK	0.0	0	0	0	0	274853	297155	302206	300866	298520	296942	298551	308815	329528	340243	358449	370430	380665	391192	395564	434387	464265	461905
394481	803	Coffeyville, KS	msa	KS	0.0	0	0	0	0	0	0	0	0	0	56740	57215	56012	54548	53051	52039	49113	48244	49422	51132	66749	76638	78221
394774	804	Las Vegas, NM	msa	NM	0.0	0	0	0	0	0	0	0	0	0	0	0	102853	100307	100450	100706	102547	107207	114055	119384	144830	155854	159630
394383	805	Berlin, NH	msa	NH	66017.73776723386	71619	78227	84586	94783	107291	113318	113360	110836	103635	100787	99713	100116	103879	101641	102017	106154	114380	123946	129711	175433	214324	222061
394473	806	Cleveland, MS	msa	MS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102738	102816	104726	104166	112952	108299	105401
394670	807	Hastings, NE	msa	NE	0.0	0	0	82716	84952	88547	89873	91562	92590	92744	92746	91892	94577	98858	104574	110851	117905	124166	133239	142066	168673	180284	182400
394376	808	Beeville, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	0	0	0	76555	78553	88577	93742	93554	95799	101008	109374	123030	128585	130849
394749	809	Kingsville, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	85088	83905	82739	84330	85620	90111	93367	97824	98144	101681	107860	119161	124509	123022
395196	810	Wabash, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	85271	83229	82063	82308	83410	86952	90744	93481	98269	105388	111637	137000	150367	154297
753871	811	Breckenridge, CO	msa	CO	0.0	0	0	271812	280119	303861	339761	362049	392586	395369	379896	366584	370109	390722	407750	436657	486133	554777	615031	664155	842071	1019367	951362
394310	814	Albert Lea, MN	msa	MN	0.0	0	0	0	0	0	0	0	0	0	0	0	80492	81974	85975	88835	96080	103246	108047	116821	142660	157777	162435
395093	815	Sheridan, WY	msa	WY	0.0	0	0	0	0	0	0	0	0	0	0	0	207864	218502	224241	243605	250896	254533	267256	283654	341842	386255	395168
395176	816	Union City, TN	msa	TN	60773.42876453706	63599	65221	66601	64343	66026	67095	68490	68251	65745	63184	61264	61550	62795	66670	68302	71757	74655	76546	81551	96719	113633	119303
394855	817	Miami, OK	msa	OK	33569.53977548744	35498	36611	37898	39204	41009	43012	45195	49885	53908	52907	49560	50728	54964	56113	55348	54912	61622	67136	67682	90782	103479	106849
394708	818	Iron Mountain, MI	msa	MI	0.0	0	0	0	0	0	0	0	0	0	67964	63252	64800	66040	70599	75509	76696	81187	91333	97016	115335	122646	127386
394725	819	Jesup, GA	msa	GA	64953.16727624057	68517	71607	73910	76958	80814	85572	89726	89503	85605	81130	76782	75699	79383	82828	87966	89712	91145	98484	106223	133182	153185	157708
394846	820	McPherson, KS	msa	KS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	108580	114097	118590	121611	127321	136224	171877	184878	189552
394751	821	Kirksville, MO	msa	MO	0.0	0	0	0	0	0	0	0	0	0	0	0	72175	77417	82692	102276	108740	112014	114253	119502	145916	155202	156687
753901	822	Ludington, MI	msa	MI	85897.91017877846	92660	98616	102605	109258	112410	111037	107955	102109	94514	86878	83986	88647	94479	101413	107701	116894	121293	122077	121482	164146	188087	192973
394356	823	Bainbridge, GA	msa	GA	79755.78711736033	85040	87497	89929	93425	86401	90570	94145	93888	89428	83218	77049	76930	78121	81681	83165	83651	81836	84552	90889	113336	132280	138798
394320	824	Alpena, MI	msa	MI	51642.91618657864	55159	57645	60031	62494	64888	63863	61298	60931	70519	70187	68889	68809	80648	82667	80279	83437	84532	93613	96004	111844	125737	133836
395206	825	Washington Court House, OH	msa	OH	82133.38418613457	86490	89576	92478	96151	100090	101032	100712	99950	97134	93996	91097	92058	92751	97488	99646	105855	113861	121964	129830	163742	180547	183671
394673	826	Hays, KS	msa	KS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131803	130280	131652	137778	184143	202275	207375
394606	827	Fort Morgan, CO	msa	CO	0.0	0	0	0	0	0	0	0	0	0	0	0	119771	124292	134816	148855	164437	186099	208789	227732	285110	326203	326929
395185	828	Van Wert, OH	msa	OH	66092.46831330755	69669	71795	73482	75368	76239	74980	75286	76043	76692	77032	76266	77147	77768	77919	80440	87580	92075	97100	102154	127085	141979	145091
394740	830	Kennett, MO	msa	MO	0.0	0	0	0	0	0	0	0	0	50433	49133	48102	48708	49417	50712	49799	53169	55664	57192	59353	67329	67939	67231
753926	831	Weatherford, OK	msa	OK	63923.03573128061	67473	70048	72296	74604	77506	81423	85182	83696	79585	75598	72216	74760	80410	87776	95680	99399	97647	100803	105645	131452	139607	144939
394892	832	Mountain Home, ID	msa	ID	0.0	0	0	0	0	0	147706	152289	152115	141916	129015	117757	117532	118255	122568	125958	133775	144944	162250	182785	284811	325638	323099
394864	833	Mineral Wells, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	87183	85919	84456	86012	91349	99346	102286	105652	110161	118670	130417	177470	212628	220784
394795	834	Lincoln, IL	msa	IL	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	74921	76662	78965	76930	79745	85884	95473	97781	100338
395100	835	Silver City, NM	msa	NM	0.0	0	0	0	0	0	0	0	0	0	0	0	115320	119033	124655	123974	123833	130085	134698	134605	154972	171796	180482
753879	836	Elkins, WV	msa	WV	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102871	105906	111664	106498	118143	130679	131834
394812	838	Macomb, IL	msa	IL	57384.65648120098	60802	63546	65714	69865	75046	78634	79534	77638	73565	70987	68893	69190	68125	67391	69380	69718	66957	64432	66556	74644	78639	81032
394435	839	Camden, AR	msa	AR	37918.59970494094	35449	36004	37164	38932	42081	44087	43712	42670	41093	39780	39700	41122	42090	43482	45297	48604	50165	52622	54204	66379	69578	73110
394508	840	Crescent City, CA	msa	CA	0.0	0	0	0	0	0	0	277652	230837	195907	191151	180888	181044	186692	196692	204772	221509	241059	265419	269614	316050	345790	337039
394921	841	North Vernon, IN	msa	IN	0.0	87666	89163	90086	92313	96115	98650	99858	100064	98201	96092	94572	95429	96210	98428	102965	107804	109881	116342	123532	156632	178743	182942
395154	843	Thomaston, GA	msa	GA	49981.97267489747	53737	56159	57967	60058	60914	63711	65750	65655	61936	57253	53286	52933	54838	58121	59984	63920	65300	72020	81100	113706	139988	149292
394642	845	Grants, NM	msa	NM	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115669	105365	114353	118606	148148	170003	165523
394381	846	Bennettsville, SC	msa	SC	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	33748	39108	43276	43115	50592	47612	52136	59760	64509
394615	847	Fredericksburg, TX	msa	TX	0.0	0	0	0	0	0	0	0	0	202754	200219	198114	202114	211559	225778	241754	266442	298142	331626	333089	429743	518462	520337
395159	848	Toccoa, GA	msa	GA	60530.15881170093	65022	68478	71155	73912	76836	80117	82452	81476	77557	72573	67291	66514	71921	76467	78320	82337	87613	98739	111817	153401	187025	190386
753923	849	The Dalles, OR	msa	OR	0.0	0	0	0	0	0	0	0	0	179193	166355	153464	149206	151215	160625	169337	185185	205871	233322	256348	334196	377043	370918
394649	850	Greensburg, IN	msa	IN	0.0	0	0	0	0	0	0	0	0	0	0	0	107448	110423	114589	119378	125194	131310	136853	145670	182807	207772	208976
394706	851	Indianola, MS	msa	MS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71536	71957	72648	74348	91633	88974	86860
394758	852	La Grande, OR	msa	OR	0.0	0	0	0	0	0	0	0	0	155984	148048	140745	140538	147141	153175	157752	167034	175888	185859	194537	245502	281394	282205
753909	854	Ottawa, KS	msa	KS	0.0	0	0	0	0	73244	75610	78766	78811	78471	77268	75895	78128	82994	88462	96784	106508	113632	121082	128936	179913	202983	207354
394912	855	New Ulm, MN	msa	MN	0.0	0	0	0	0	0	0	0	0	0	0	0	115742	119419	124174	126343	132183	134877	141559	148575	169272	185965	188989
394791	856	Lexington, NE	msa	NE	0.0	0	0	0	0	0	0	0	79347	80251	80783	81076	83576	89158	95026	102432	109127	114432	119625	125777	147036	166711	170075
394643	857	Great Bend, KS	msa	KS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56510	55593	56309	57046	84807	95043	97747
395110	858	Spearfish, SD	msa	SD	0.0	0	0	0	0	0	0	0	0	0	0	0	174664	185877	192454	202566	212841	222813	232745	244660	301455	354190	357060
395214	859	Wauchula, FL	msa	FL	61363.29723392447	66345	72230	77925	89719	109089	125972	123595	106022	89880	83806	81570	78031	77757	80676	86230	95753	102967	114019	122353	159344	193756	199329
394830	860	Marshall, MN	msa	MN	0.0	0	0	0	0	0	0	0	0	0	0	124038	127492	129707	134473	139258	145295	146639	149251	149715	167165	181790	185129
394529	861	Deming, NM	msa	NM	0.0	0	0	0	0	0	0	0	0	0	0	0	109836	93705	95122	87491	83100	82904	88613	92034	108210	116554	118699
394854	862	Mexico, MO	msa	MO	0.0	0	0	0	74741	77704	79680	80869	80280	78422	76485	74149	74003	73327	72789	75270	77295	78644	83914	91340	113363	125794	131818
394584	863	Fallon, NV	msa	NV	0.0	0	0	0	0	0	0	0	0	158298	137115	121000	120216	132892	146689	160613	177049	196748	220430	240902	314214	358071	345267
394322	864	Altus, OK	msa	OK	40061.95051465849	41213	42311	43182	44306	46160	47587	49602	51490	51229	50940	50945	52712	55201	55822	56820	59918	58902	59779	65013	81474	92278	92054
